timestamp,accuracy,precision,recall,top_features,train_data_size
2025-03-15 17:25:04.140891,0.9435294117647058,0.9047619047619048,0.5135135135135135,"atr_pct: 0.140, bb_width: 0.118, market_volatility: 0.109, macd_hist: 0.100, adx: 0.100",0
2025-03-15 18:59:24.869506,0.792814371257485,0.8045454545454546,0.5765472312703583,"atr_pct: 0.120, bb_width: 0.119, macd_hist: 0.110, confidence: 0.104, rsi: 0.103",0
