time,open,high,low,close,volume
2024-05-22 14:00:00,156.315,156.395,156.295,156.355,0
2024-05-22 15:00:00,156.35001,156.38499,156.27499,156.30499,0
2024-05-22 16:00:00,156.31,156.47501,156.28,156.375,0
2024-05-22 17:00:00,156.38,156.465,156.38,156.405,0
2024-05-22 18:00:00,156.41499,156.505,156.38,156.485,0
2024-05-22 19:00:00,156.485,156.52499,156.41,156.44,0
2024-05-22 20:00:00,156.44,156.47501,156.39,156.435,0
2024-05-22 21:00:00,156.42999,156.62,156.41,156.58501,0
2024-05-22 22:00:00,156.59,156.61501,156.50999,156.545,0
2024-05-22 23:00:00,156.53999,156.55,156.35001,156.435,0
2024-05-23 00:00:00,156.44,156.55499,156.38,156.52499,0
2024-05-23 01:00:00,156.52499,156.565,156.47,156.49001,0
2024-05-23 02:00:00,156.5,156.52499,156.465,156.485,0
2024-05-23 03:00:00,156.5,156.55499,156.44,156.495,0
2024-05-23 04:00:00,156.52,156.63499,156.495,156.63499,0
2024-05-23 05:00:00,156.63499,156.735,156.63,156.705,0
2024-05-23 06:00:00,156.71001,156.845,156.705,156.825,0
2024-05-23 07:00:00,156.785,156.795,156.69501,156.69501,0
2024-05-23 08:00:00,156.7,156.785,156.67,156.74001,0
2024-05-23 09:00:00,156.75,156.765,156.66,156.73,0
2024-05-23 10:00:00,156.735,156.83501,156.69,156.795,0
2024-05-23 11:00:00,156.81,156.91,156.745,156.755,0
2024-05-23 12:00:00,156.745,156.8,156.64,156.735,0
2024-05-23 13:00:00,156.735,156.78999,156.72,156.75999,0
2024-05-23 14:00:00,156.75999,156.785,156.69,156.715,0
2024-05-23 15:00:00,156.72,156.765,156.67,156.72,0
2024-05-23 16:00:00,156.72501,156.75,156.58501,156.645,0
2024-05-23 17:00:00,156.655,156.78,156.56,156.755,0
2024-05-23 18:00:00,156.75999,156.8,156.72,156.75999,0
2024-05-23 19:00:00,156.755,156.785,156.64,156.67,0
2024-05-23 20:00:00,156.66499,156.72501,156.63,156.715,0
2024-05-23 21:00:00,156.72,156.72501,156.55499,156.58501,0
2024-05-23 22:00:00,156.59,156.755,156.53,156.755,0
2024-05-23 23:00:00,156.75999,157.14,156.67999,157.089996,0
2024-05-24 00:00:00,157.089996,157.19501,156.56,156.995,0
2024-05-24 01:00:00,156.99001,157.145,156.99001,157.054993,0
2024-05-24 02:00:00,157.050003,157.074997,156.965,157.044998,0
2024-05-24 03:00:00,157.050003,157.059998,156.94,156.94501,0
2024-05-24 04:00:00,156.94501,156.97,156.83,156.89,0
2024-05-24 05:00:00,156.895,156.94,156.86501,156.86501,0
2024-05-24 06:00:00,156.88,156.985,156.86,156.91499,0
2024-05-24 07:00:00,156.935,157.014999,156.89,156.98,0
2024-05-24 08:00:00,156.98,157.014999,156.935,157.0050049,0
2024-05-24 09:00:00,157.0099945,157.0099945,156.925,157.0,0
2024-05-24 10:00:00,157.0,157.145,156.925,157.035004,0
2024-05-24 11:00:00,157.039993,157.11,156.995,157.095001,0
2024-05-24 12:00:00,157.105,157.155,157.059998,157.065002,0
2024-05-24 13:00:00,157.065002,157.095001,157.044998,157.054993,0
2024-05-24 14:00:00,157.054993,157.095001,157.020004,157.085007,0
2024-05-24 15:00:00,157.089996,157.12,157.044998,157.080002,0
2024-05-24 16:00:00,157.089996,157.095001,157.0,157.044998,0
2024-05-24 17:00:00,157.050003,157.074997,157.0099945,157.050003,0
2024-05-24 18:00:00,157.065002,157.11501,157.0,157.035004,0
2024-05-24 19:00:00,157.029999,157.044998,156.965,157.014999,0
2024-05-24 20:00:00,157.024994,157.035004,156.935,156.985,0
2024-05-24 21:00:00,156.97,157.054993,156.95,157.044998,0
2024-05-24 22:00:00,157.035004,157.125,157.0,157.074997,0
2024-05-24 23:00:00,157.070007,157.13499,157.029999,157.065002,0
2024-05-25 00:00:00,157.059998,157.065002,156.91,156.985,0
2024-05-25 01:00:00,156.98,157.0050049,156.855,156.905,0
2024-05-25 02:00:00,156.905,156.94,156.82001,156.91,0
2024-05-25 03:00:00,156.92,156.97501,156.88,156.96001,0
2024-05-25 04:00:00,156.95,156.995,156.91,156.97501,0
2024-05-25 05:00:00,156.97501,157.0,156.925,156.925,0
2024-05-25 06:00:00,156.935,157.0050049,156.905,157.0050049,0
2024-05-27 09:00:00,156.86,156.91499,156.82001,156.875,0
2024-05-27 10:00:00,156.87,156.92999,156.75,156.83501,0
2024-05-27 11:00:00,156.83501,156.845,156.67999,156.815,0
2024-05-27 12:00:00,156.80499,156.81,156.69,156.72501,0
2024-05-27 13:00:00,156.73,156.77,156.66,156.705,0
2024-05-27 14:00:00,156.705,156.78,156.69,156.77499,0
2024-05-27 15:00:00,156.77499,156.8,156.72501,156.75999,0
2024-05-27 16:00:00,156.77,156.845,156.75,156.825,0
2024-05-27 17:00:00,156.825,156.965,156.825,156.905,0
2024-05-27 18:00:00,156.91,156.955,156.86,156.95,0
2024-05-27 19:00:00,156.95,156.95,156.88,156.895,0
2024-05-27 20:00:00,156.89,156.89,156.84,156.86,0
2024-05-27 21:00:00,156.855,156.895,156.82001,156.88499,0
2024-05-27 22:00:00,156.88499,156.895,156.82001,156.82001,0
2024-05-27 23:00:00,156.825,156.84,156.75999,156.825,0
2024-05-28 00:00:00,156.81,156.83501,156.72,156.73,0
2024-05-28 01:00:00,156.73,156.88,156.71001,156.87,0
2024-05-28 02:00:00,156.88,156.91499,156.86,156.89999,0
2024-05-28 03:00:00,156.91,156.91499,156.87,156.875,0
2024-05-28 04:00:00,156.875,156.88,156.84,156.875,0
2024-05-28 05:00:00,156.875,156.88,156.85001,156.875,0
2024-05-28 06:00:00,156.88499,156.94,156.87,156.875,0
2024-05-28 07:00:00,156.875,156.89999,156.825,156.89,0
2024-05-28 08:00:00,156.88,156.955,156.845,156.925,0
2024-05-28 09:00:00,156.925,156.94501,156.83501,156.845,0
2024-05-28 10:00:00,156.84,156.91,156.78,156.895,0
2024-05-28 11:00:00,156.895,156.92999,156.735,156.78,0
2024-05-28 12:00:00,156.78,156.8,156.69,156.755,0
2024-05-28 13:00:00,156.75,156.77499,156.62,156.655,0
2024-05-28 14:00:00,156.655,156.72,156.62,156.67999,0
2024-05-28 15:00:00,156.69,156.87,156.66,156.83501,0
2024-05-28 16:00:00,156.84,156.895,156.78999,156.88499,0
2024-05-28 17:00:00,156.88499,156.92999,156.84,156.89999,0
2024-05-28 18:00:00,156.895,156.955,156.855,156.88,0
2024-05-28 19:00:00,156.875,157.0,156.87,156.94501,0
2024-05-28 20:00:00,156.94501,156.955,156.82001,156.86,0
2024-05-28 21:00:00,156.86501,156.89,156.77499,156.8,0
2024-05-28 22:00:00,156.80499,156.80499,156.655,156.66499,0
2024-05-28 23:00:00,156.685,156.845,156.59,156.825,0
2024-05-29 00:00:00,156.88,156.96001,156.84,156.86501,0
2024-05-29 01:00:00,156.875,156.96001,156.83501,156.905,0
2024-05-29 02:00:00,156.905,157.0,156.875,156.965,0
2024-05-29 03:00:00,156.965,157.125,156.965,157.105,0
2024-05-29 04:00:00,157.105,157.16,157.089996,157.155,0
2024-05-29 05:00:00,157.155,157.16,157.11,157.13,0
2024-05-29 06:00:00,157.145,157.2,157.13,157.19501,0
2024-05-29 07:00:00,157.16499,157.17999,157.11501,157.155,0
2024-05-29 08:00:00,157.16,157.255,157.14,157.22,0
2024-05-29 09:00:00,157.22,157.285,157.215,157.27499,0
2024-05-29 10:00:00,157.27499,157.41,157.25999,157.37,0
2024-05-29 11:00:00,157.37,157.38499,157.22,157.245,0
2024-05-29 12:00:00,157.245,157.31,157.19501,157.285,0
2024-05-29 13:00:00,157.28999,157.34,157.27,157.315,0
2024-05-29 14:00:00,157.315,157.36501,157.23,157.255,0
2024-05-29 15:00:00,157.255,157.285,157.2,157.22,0
2024-05-29 16:00:00,157.22,157.245,156.94,157.095001,0
2024-05-29 17:00:00,157.10001,157.16,157.024994,157.155,0
2024-05-29 18:00:00,157.13499,157.19,157.059998,157.105,0
2024-05-29 19:00:00,157.089996,157.17999,157.089996,157.16499,0
2024-05-29 20:00:00,157.16,157.285,157.16,157.24001,0
2024-05-29 21:00:00,157.235,157.30499,157.2,157.285,0
2024-05-29 22:00:00,157.27499,157.30499,157.16,157.19501,0
2024-05-29 23:00:00,157.19501,157.405,157.16,157.345,0
2024-05-30 00:00:00,157.34,157.505,157.31,157.495,0
2024-05-30 01:00:00,157.5,157.675,157.44,157.63499,0
2024-05-30 02:00:00,157.63,157.765,157.61501,157.69,0
2024-05-30 03:00:00,157.685,157.72501,157.62,157.63499,0
2024-05-30 04:00:00,157.64,157.755,157.62,157.66,0
2024-05-30 05:00:00,157.67,157.785,157.64,157.685,0
2024-05-30 06:00:00,157.69,157.705,157.645,157.655,0
2024-05-30 07:00:00,157.61501,157.645,157.57001,157.595,0
2024-05-30 08:00:00,157.60001,157.67999,157.60001,157.645,0
2024-05-30 09:00:00,157.63,157.66499,157.59,157.63,0
2024-05-30 10:00:00,157.63499,157.63499,157.30499,157.36501,0
2024-05-30 11:00:00,157.37,157.455,157.355,157.455,0
2024-05-30 12:00:00,157.45,157.455,157.31,157.345,0
2024-05-30 13:00:00,157.355,157.42999,157.25999,157.38,0
2024-05-30 14:00:00,157.38499,157.425,157.12,157.17999,0
2024-05-30 15:00:00,157.19,157.245,156.905,156.97,0
2024-05-30 16:00:00,156.97,156.97,156.7,156.745,0
2024-05-30 17:00:00,156.745,157.0050049,156.53999,156.97501,0
2024-05-30 18:00:00,156.97,157.12,156.91,156.94501,0
2024-05-30 19:00:00,156.94501,156.995,156.84,156.94501,0
2024-05-30 20:00:00,156.92999,157.105,156.91,156.92999,0
2024-05-30 21:00:00,156.925,156.925,156.675,156.74001,0
2024-05-30 22:00:00,156.735,156.905,156.57001,156.66,0
2024-05-30 23:00:00,156.64,156.765,156.38,156.74001,0
2024-05-31 00:00:00,156.67,156.845,156.535,156.595,0
2024-05-31 01:00:00,156.605,156.705,156.58501,156.645,0
2024-05-31 02:00:00,156.64,156.745,156.64,156.67999,0
2024-05-31 03:00:00,156.705,156.765,156.66499,156.745,0
2024-05-31 04:00:00,156.75,156.875,156.75,156.83,0
2024-05-31 05:00:00,156.825,156.86501,156.795,156.845,0
2024-05-31 06:00:00,156.85001,156.88,156.81,156.825,0
2024-05-31 07:00:00,156.825,156.845,156.77,156.78999,0
2024-05-31 08:00:00,156.78,156.86,156.745,156.8,0
2024-05-31 09:00:00,156.81,157.0,156.78,156.995,0
2024-05-31 10:00:00,156.995,157.029999,156.605,156.745,0
2024-05-31 11:00:00,156.745,156.91,156.64,156.67999,0
2024-05-31 12:00:00,156.67999,156.82001,156.57001,156.815,0
2024-05-31 13:00:00,156.815,156.88,156.72,156.80499,0
2024-05-31 14:00:00,156.80499,156.925,156.675,156.705,0
2024-05-31 15:00:00,156.72,156.855,156.69,156.80499,0
2024-05-31 16:00:00,156.8,156.995,156.78999,156.92999,0
2024-05-31 17:00:00,156.92999,157.175,156.92999,157.14999,0
2024-05-31 18:00:00,157.145,157.32001,157.059998,157.295,0
2024-05-31 19:00:00,157.30499,157.36501,157.25,157.325,0
2024-05-31 20:00:00,157.355,157.37,157.215,157.245,0
2024-05-31 21:00:00,157.25,157.27499,157.12,157.16,0
2024-05-31 22:00:00,157.17999,157.205,156.75,156.855,0
2024-05-31 23:00:00,156.87,156.955,156.685,156.69501,0
2024-06-01 00:00:00,156.69,157.16499,156.56,157.16499,0
2024-06-01 01:00:00,157.16,157.28,157.085007,157.19,0
2024-06-01 02:00:00,157.19501,157.285,157.14999,157.17999,0
2024-06-01 03:00:00,157.185,157.255,157.185,157.22,0
2024-06-01 04:00:00,157.22501,157.285,157.175,157.27499,0
2024-06-01 05:00:00,157.27499,157.375,157.235,157.25999,0
2024-06-01 06:00:00,157.27499,157.34,157.235,157.285,0
2024-06-03 09:00:00,157.28,157.30499,157.13,157.185,0
2024-06-03 10:00:00,157.185,157.31,157.050003,157.095001,0
2024-06-03 11:00:00,157.089996,157.155,157.0,157.054993,0
2024-06-03 12:00:00,157.065002,157.255,157.065002,157.235,0
2024-06-03 13:00:00,157.235,157.47501,157.205,157.425,0
2024-06-03 14:00:00,157.42,157.455,157.375,157.41499,0
2024-06-03 15:00:00,157.41499,157.47501,157.36501,157.405,0
2024-06-03 16:00:00,157.41499,157.41499,157.245,157.245,0
2024-06-03 17:00:00,157.255,157.3,157.11501,157.155,0
2024-06-03 18:00:00,157.13,157.145,157.0,157.074997,0
2024-06-03 19:00:00,157.059998,157.14999,157.029999,157.074997,0
2024-06-03 20:00:00,157.070007,157.070007,156.735,156.745,0
2024-06-03 21:00:00,156.74001,156.88,156.64,156.855,0
2024-06-03 22:00:00,156.855,156.94,156.69,156.785,0
2024-06-03 23:00:00,156.785,156.845,156.64,156.655,0
2024-06-04 00:00:00,156.60001,156.645,156.13,156.2,0
2024-06-04 01:00:00,156.2,156.24001,155.95,156.044998,0
2024-06-04 02:00:00,156.035004,156.175,156.020004,156.065002,0
2024-06-04 03:00:00,156.065002,156.19,156.039993,156.17999,0
2024-06-04 04:00:00,156.19,156.27499,156.17999,156.23,0
2024-06-04 05:00:00,156.22501,156.295,156.2,156.245,0
2024-06-04 06:00:00,156.235,156.25,156.044998,156.059998,0
2024-06-04 07:00:00,156.11501,156.12,156.059998,156.12,0
2024-06-04 08:00:00,156.10001,156.16,156.070007,156.155,0
2024-06-04 09:00:00,156.17,156.24001,156.0,156.095001,0
2024-06-04 10:00:00,156.089996,156.41,155.99001,156.38499,0
2024-06-04 11:00:00,156.395,156.49001,156.31,156.465,0
2024-06-04 12:00:00,156.465,156.465,156.32001,156.36501,0
2024-06-04 13:00:00,156.375,156.42999,156.31,156.39,0
2024-06-04 14:00:00,156.39,156.425,156.25,156.30499,0
2024-06-04 15:00:00,156.31,156.31,156.089996,156.2,0
2024-06-04 16:00:00,156.2,156.21001,155.80499,155.955,0
2024-06-04 17:00:00,155.955,155.965,155.36501,155.39,0
