timestamp,memory_mb,cpu_percent,disk_percent,open_trades,total_trades
2025-03-15 17:25:48,185.02,0.0,8.0,0,0
2025-03-16 17:29:14,156.94,0.0,8.4,0,0
2025-03-16 17:38:44,171.47,0.0,8.4,0,0
